Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
5075,5,0,4,1,1,Go screw yourself with that effing nonsense you're spouting wtf
5076,5,0,0,5,2,RT @user: Just got back from a great hike in the mountains today
5077,6,0,0,6,2,Spending the day learning something new and it feels rewarding lol
5078,7,0,1,6,2,"RT @user: Looking forward to the weekend, planning to relax and recharge lol"
5079,3,0,2,1,2,Spending the day learning something new and it feels rewarding
5080,6,0,6,0,1,This entire situation is a freaking disaster from the start
5081,3,0,1,2,1,I hate these effing incompetent fools running everything
5082,7,1,4,2,1,RT @user: You're a complete effing loser with no life whatsoever
5083,7,0,0,7,2,Had a productive meeting at work and things are looking good wtf
5084,7,0,3,4,2,"My team won the game tonight, what an exciting match it was"
5085,4,0,2,2,1,"That was the most damn thing I've ever seen, pathetic"
5086,7,0,7,0,1,@someone You're a complete bloody loser with no life whatsoever
5087,5,0,3,2,1,"That was the most effing thing I've ever seen, pathetic wtf"
5088,4,0,4,0,1,"You're embarrassing yourself, you utter buffoon"
5089,6,0,5,1,1,"You absolute effing clown, get out of here already"
5090,5,0,3,2,1,I hate these freaking incompetent fools running everything #truth
5091,7,1,3,3,1,I hate these utter incompetent fools running everything lol
5092,5,0,1,4,2,"Looking forward to the weekend, planning to relax and recharge #smh"
5093,7,0,7,0,1,"That was the most utter thing I've ever seen, pathetic"
5094,3,0,0,3,2,@someone Started a new gym routine and feeling more energetic already
5095,7,3,3,1,1,"RT @user: What a freaking joke, I can't stand these people anymore #smh"
5096,7,2,4,1,1,This entire situation is a utter disaster from the start lol
5097,7,0,7,0,1,"You're embarrassing yourself, you freaking buffoon #truth"
5098,6,0,0,6,2,Started a new gym routine and feeling more energetic already
5099,3,1,1,1,1,"RT @user: This is absolute garbage, what a utter waste of time"
5100,7,0,3,4,1,"Shut the hell up you effing moron, nobody asked you"
5101,3,1,1,1,1,You're a complete damn loser with no life whatsoever
5102,7,0,0,7,2,Started a new gym routine and feeling more energetic already #truth
5103,5,5,0,0,0,All muslim people should be removed from society #truth
5104,5,0,4,1,1,"Shut the hell up you effing moron, nobody asked you"
5105,7,0,6,1,1,Are you seriously that dumb? Holy absolute crap lol
5106,3,0,1,2,2,The new season of that show was absolutely incredible
5107,5,0,2,3,2,Had a productive meeting at work and things are looking good #truth
5108,4,0,0,4,2,"My dog learned a new trick today, so proud of him #smh"
5109,5,0,4,1,1,You're a complete freaking loser with no life whatsoever
5110,5,1,3,1,1,This entire situation is a utter disaster from the start
5111,6,0,6,0,1,"@someone That was the most effing thing I've ever seen, pathetic"
5112,7,0,6,1,1,"RT @user: What a stupid freaking move, I can't believe this crap #smh"
5113,3,0,2,1,2,The new season of that show was absolutely incredible
5114,5,0,0,5,2,Cooked a new recipe tonight and it turned out delicious
5115,5,0,0,5,2,The new season of that show was absolutely incredible
5116,5,0,4,1,1,"RT @user: You absolute freaking clown, get out of here already"
5117,7,1,3,3,1,RT @user: I hate these freaking incompetent fools running everything #truth
5118,7,0,0,7,2,"RT @user: My team won the game tonight, what an exciting match it was"
5119,4,0,4,0,1,"Shut the hell up you freaking moron, nobody asked you wtf"
5120,3,0,2,1,1,"@someone Stop posting your utter garbage online, nobody cares"
5121,4,0,1,3,2,RT @user: Spending the day learning something new and it feels rewarding
5122,4,1,2,1,1,@someone That freaking idiot just cut me off in traffic again #smh
5123,4,0,4,0,1,"You absolute utter clown, get out of here already"
5124,4,1,2,1,1,"You're embarrassing yourself, you bloody buffoon #truth"
5125,5,0,5,0,1,RT @user: That effing idiot just cut me off in traffic again
5126,3,0,2,1,1,You're a complete freaking loser with no life whatsoever lol
5127,6,0,1,5,2,Just finished reading a fantastic book I highly recommend
5128,4,1,2,1,1,@someone Go screw yourself with that total nonsense you're spouting
5129,6,0,4,2,1,"You absolute bloody clown, get out of here already"
5130,3,0,3,0,1,"This is absolute garbage, what a total waste of time lol"
5131,4,0,4,0,1,"@someone Shut the hell up you effing moron, nobody asked you"
5132,3,0,1,2,1,"RT @user: Shut the hell up you damn moron, nobody asked you"
5133,6,1,4,1,1,"That was the most utter thing I've ever seen, pathetic lol"
5134,4,0,0,4,2,Feeling grateful for all the good things happening lately #smh
5135,3,0,2,1,1,"Stop posting your utter garbage online, nobody cares #truth"
5136,4,0,1,3,2,RT @user: Feeling grateful for all the good things happening lately wtf
5137,3,0,0,3,2,"Finally finished that long project, feeling a great sense of relief"
5138,7,0,4,3,1,The whole thing is freaking BS and everyone knows it wtf
5139,3,1,2,0,0,jewish people are animals who can't behave in civilization
5140,6,0,4,2,1,"@someone What a bloody joke, I can't stand these people anymore"
5141,3,0,2,1,1,"That was the most complete thing I've ever seen, pathetic lol"
5142,6,0,5,1,1,That complete idiot just cut me off in traffic again lol
5143,6,0,2,4,2,The coffee shop around the corner makes the best lattes
5144,6,2,3,1,1,"RT @user: You're embarrassing yourself, you bloody buffoon lol"
5145,5,0,3,2,1,Go screw yourself with that freaking nonsense you're spouting
5146,3,0,0,3,2,The new season of that show was absolutely incredible
5147,5,1,2,2,1,@someone Are you seriously that dumb? Holy freaking crap
5148,5,0,0,5,2,Feeling grateful for all the good things happening lately #truth
5149,7,0,7,0,1,"This is absolute garbage, what a effing waste of time wtf"
5150,4,0,2,2,1,"@someone What a stupid total move, I can't believe this crap"
5151,6,1,3,2,1,RT @user: You're a complete freaking loser with no life whatsoever
5152,4,0,4,0,1,That freaking idiot just cut me off in traffic again wtf
5153,4,0,4,0,1,"What a absolute joke, I can't stand these people anymore"
5154,7,0,2,5,2,The local farmers market had amazing fresh produce this morning #smh
5155,7,3,3,1,1,"@someone You're embarrassing yourself, you total buffoon wtf"
5156,5,0,3,2,1,"You're embarrassing yourself, you damn buffoon #truth"
5157,6,0,1,5,2,The weather today is perfect for an outdoor afternoon walk
5158,6,0,6,0,1,"RT @user: What a utter joke, I can't stand these people anymore"
5159,7,0,5,2,1,"What a stupid complete move, I can't believe this crap"
5160,3,0,2,1,1,"RT @user: That was the most damn thing I've ever seen, pathetic"
5161,5,0,5,0,1,"Stop posting your freaking garbage online, nobody cares"
5162,3,0,2,1,1,"What a utter joke, I can't stand these people anymore lol"
5163,6,5,1,0,0,I wish all hindu people would just disappear forever
5164,7,0,0,7,2,RT @user: The new season of that show was absolutely incredible
5165,4,0,3,1,1,@someone You're a complete damn loser with no life whatsoever #truth
5166,7,0,5,2,1,You're a complete freaking loser with no life whatsoever wtf
5167,5,0,3,2,1,"What a damn joke, I can't stand these people anymore"
5168,6,1,4,1,1,The whole thing is effing BS and everyone knows it
5169,7,4,0,3,0,All jewish people should be removed from society #truth
5170,6,0,4,2,1,RT @user: That utter idiot just cut me off in traffic again #smh
5171,6,0,5,1,1,"You absolute total clown, get out of here already"
5172,7,1,3,3,1,"RT @user: What a utter joke, I can't stand these people anymore lol"
5173,3,0,2,1,1,RT @user: Are you seriously that dumb? Holy absolute crap
5174,6,0,3,3,1,"This is absolute garbage, what a bloody waste of time wtf"
5175,3,0,3,0,1,RT @user: The whole thing is total BS and everyone knows it
5176,7,0,7,0,1,The whole thing is bloody BS and everyone knows it
5177,6,0,2,4,2,"My dog learned a new trick today, so proud of him #smh"
5178,3,0,1,2,1,I hate these bloody incompetent fools running everything #truth
5179,3,0,3,0,1,I hate these total incompetent fools running everything #smh
5180,3,0,0,3,2,Had an amazing time at the concert last night with friends
5181,4,0,4,0,1,Are you seriously that dumb? Holy absolute crap #smh
5182,4,0,4,0,1,Go screw yourself with that total nonsense you're spouting #smh
5183,6,0,3,3,2,@someone Just finished reading a fantastic book I highly recommend lol
5184,3,0,1,2,1,"@someone Stop posting your bloody garbage online, nobody cares"
5185,5,1,3,1,1,"You absolute damn clown, get out of here already"
5186,4,0,4,0,1,"This is absolute garbage, what a total waste of time"
5187,5,0,4,1,1,"@someone This is absolute garbage, what a absolute waste of time"
5188,7,0,6,1,1,"RT @user: This is absolute garbage, what a freaking waste of time lol"
5189,6,0,5,1,1,"You absolute freaking clown, get out of here already lol"
5190,7,0,7,0,1,RT @user: This entire situation is a utter disaster from the start
5191,3,0,1,2,2,"My dog learned a new trick today, so proud of him wtf"
5192,7,0,0,7,2,Working on a new project and feeling really inspired today
5193,4,0,3,1,1,"@someone Shut the hell up you complete moron, nobody asked you #truth"
5194,6,0,6,0,1,I hate these freaking incompetent fools running everything
5195,5,0,0,5,2,Just got back from a great hike in the mountains today
5196,3,0,2,1,1,"You're embarrassing yourself, you bloody buffoon wtf"
5197,6,0,5,1,1,"Shut the hell up you total moron, nobody asked you lol"
5198,6,0,0,6,2,"RT @user: Finally finished that long project, feeling a great sense of relief"
5199,3,1,1,1,1,That freaking idiot just cut me off in traffic again lol
5200,7,0,4,3,1,Go screw yourself with that bloody nonsense you're spouting wtf
5201,5,1,3,1,1,"What a stupid freaking move, I can't believe this crap #truth"
5202,6,0,1,5,2,Just watched a documentary that really changed my perspective #smh
5203,4,0,2,2,1,"This is absolute garbage, what a bloody waste of time lol"
5204,3,1,2,0,0,I wish all asian people would just disappear forever
5205,5,0,5,0,1,Are you seriously that dumb? Holy damn crap
5206,7,0,2,5,2,"Looking forward to the weekend, planning to relax and recharge"
5207,3,0,2,1,1,This entire situation is a utter disaster from the start lol
5208,4,0,0,4,2,The coffee shop around the corner makes the best lattes wtf
5209,6,1,3,2,1,"@someone What a freaking joke, I can't stand these people anymore wtf"
5210,7,0,7,0,1,"You absolute bloody clown, get out of here already wtf"
5211,6,0,6,0,1,That bloody idiot just cut me off in traffic again #truth
5212,7,0,7,0,1,"Shut the hell up you bloody moron, nobody asked you"
5213,5,0,5,0,1,You're a complete complete loser with no life whatsoever
5214,3,0,2,1,2,Met up with old friends today and it was really wonderful lol
5215,3,0,2,1,2,@someone The new season of that show was absolutely incredible
5216,6,0,1,5,2,Just got back from a great hike in the mountains today
5217,3,0,2,1,2,Just got back from a great hike in the mountains today #truth
5218,3,1,1,1,1,"Stop posting your complete garbage online, nobody cares lol"
5219,4,0,2,2,1,"@someone You absolute bloody clown, get out of here already"
5220,7,0,0,7,2,RT @user: The sunset this evening was absolutely breathtaking and beautiful
5221,6,0,5,1,1,Go screw yourself with that freaking nonsense you're spouting
5222,4,0,2,2,1,The whole thing is absolute BS and everyone knows it #smh
5223,7,0,1,6,2,"Finally finished that long project, feeling a great sense of relief wtf"
5224,3,0,3,0,1,This entire situation is a complete disaster from the start
5225,3,0,0,3,2,Spending the day learning something new and it feels rewarding
5226,4,0,3,1,1,"RT @user: You're embarrassing yourself, you total buffoon #smh"
5227,3,0,2,1,2,"@someone My team won the game tonight, what an exciting match it was"
5228,3,0,2,1,1,"This is absolute garbage, what a bloody waste of time lol"
5229,4,0,0,4,2,"Finally finished that long project, feeling a great sense of relief"
5230,6,0,0,6,2,"Finally finished that long project, feeling a great sense of relief #truth"
5231,3,0,2,1,1,"You absolute absolute clown, get out of here already #smh"
5232,5,0,2,3,2,RT @user: Had an amazing time at the concert last night with friends
5233,7,0,6,1,1,"You're embarrassing yourself, you freaking buffoon"
5234,3,1,1,1,1,This entire situation is a effing disaster from the start #smh
5235,3,1,1,1,1,"That was the most freaking thing I've ever seen, pathetic lol"
5236,6,0,5,1,1,"Shut the hell up you bloody moron, nobody asked you wtf"
5237,3,0,2,1,1,@someone The whole thing is damn BS and everyone knows it
5238,4,0,1,3,2,"My dog learned a new trick today, so proud of him lol"
5239,6,0,0,6,2,"@someone My dog learned a new trick today, so proud of him wtf"
5240,4,1,2,1,1,Go screw yourself with that complete nonsense you're spouting #truth
5241,4,0,1,3,2,Just got back from a great hike in the mountains today #smh
5242,7,0,3,4,1,You're a complete effing loser with no life whatsoever lol
5243,7,2,4,1,1,@someone This entire situation is a complete disaster from the start lol
5244,6,0,3,3,2,RT @user: Had a productive meeting at work and things are looking good wtf
5245,6,0,2,4,2,Just finished reading a fantastic book I highly recommend
5246,5,0,4,1,1,The whole thing is freaking BS and everyone knows it #truth
5247,5,1,2,2,1,That freaking idiot just cut me off in traffic again
5248,3,1,1,1,1,This entire situation is a utter disaster from the start wtf
5249,5,0,4,1,1,"@someone That was the most damn thing I've ever seen, pathetic"
5250,3,0,1,2,2,The coffee shop around the corner makes the best lattes #truth
5251,6,2,3,1,1,"What a stupid absolute move, I can't believe this crap #truth"
5252,3,0,2,1,2,"My dog learned a new trick today, so proud of him wtf"
5253,4,0,2,2,1,"Shut the hell up you damn moron, nobody asked you #smh"
5254,7,2,3,2,1,The whole thing is freaking BS and everyone knows it
5255,5,0,4,1,1,"That was the most total thing I've ever seen, pathetic"
5256,7,2,3,2,1,Go screw yourself with that complete nonsense you're spouting
5257,4,0,4,0,1,"RT @user: Shut the hell up you bloody moron, nobody asked you lol"
5258,6,0,6,0,1,This entire situation is a freaking disaster from the start
